text	Joy	Fear	Anger	Sadness	Surprise
Трусить від нервів  Позитивний початок неділі	0	1	0	0	0
найбільше в цей день переживаю, щоб не завтикати і не з'їсти чогось м'ясного :)	0	1	0	0	0
воістіну. після останнього яке я побачила, в мене почали трястися руки, почали і не закінчили	0	1	0	0	0
Та я її не пила, побоялась.	0	1	0	0	0
Здається, я помру від хвилювання, не доживши до жовтня	0	1	1	0	0
Я сьогодні зробила свій вибір, але я в ньому дуже і дуже не впевнена :(	0	1	0	0	0
Боюсь з бажанням притягувати нитки зі швів в носі)) зупиняє те, що трохи таки болить)	0	1	0	0	0
Один із небагатьох разів, коли я реально боялась вертаться сама дамой	0	1	0	0	0
І тут сталося найстрашніше - потреба Вибору.	0	1	0	0	0
Ало мені 16 років а я боюсь буть сама дома	0	1	0	0	0
Бо я дуже нервуюсь і всі м'язи в тонусі.	0	1	0	0	0
Починаю серйозно хвилюватись за Котика.	0	1	0	0	0
А знаєте, шо ще дужедуже страшно?	0	1	0	0	0
та дивилась, там нічого складного, але страшно	0	1	0	0	0
До екзамена не хоче, боїться, що затягне)))	0	1	0	0	0
Але я - переляканий котик і забилась в куточок і боялась сама себе.	0	1	0	0	0
а в мене найчастіше лякається майспейса..	0	1	0	0	0
мені вже страшно, але я згодна ;)	0	1	0	0	0
Боюся дійти висновку, що доброта - то якийсь невроз.	0	1	0	0	0
а настрашніше те, що я маю кімнату на горищі, і я тут сама сама, вся сім'я поверхом нижче -_-	0	1	0	0	0
Страшно, але ж цікаво І число "11" там всюди	0	1	0	0	0
Боялась розбити макбук і підставила коліно.	0	1	0	0	0
ну добре, бо встигла злякатися.	0	1	0	0	0
мій Вовчик має таку гарну куртку, шо я боятимусь його з дому випускати.	0	1	0	0	0
Боюсь,мені зжерти за місяць стільки піци,щоб зекономить на ній 700грн.	0	1	0	0	0
тепер я боятимусь наших спальників)))	0	1	0	0	0
наша пєсня хараша, начінай сначала. я ці подушки від крові вже не відперу.	0	0	1	0	0
гірше за напередприходність і непунктуальність разом може бути взагалінеприходність.	0	0	1	0	0
Тернопільська фабрика з виготовлення шкрпеток на листи відписує російською. ууууу	0	0	1	0	0
Агресивна, зла і ніщо не допомагає заспокоїтися   Навпаки тільки вибішує.	0	0	1	0	0
А я щиро вважаю, що ресторан для того не місце	0	0	1	0	0
Нам тільки розбрату у Европі зараз не вистачає для повного щастя.	0	0	1	0	0
самі адові реклами на радіо "на хвилях корсуня".	0	0	1	0	0
я відчуваю мама з ніг збилася в пошуках, а тобі смішно)	0	0	1	0	0
Люди з минулого гірше чуми.	0	0	1	0	0
Ставте крапку, мати вашу я знав!	0	0	1	0	0
вмійте відповідати за свої слова, чорт візьми.	0	0	1	0	0
а непоганий в пеленьо був інстаграм колись. поки вона не почала розказувати шо ми всі вмремо з недокрашеними коренями і неперетравленими бургерами в шлунку	0	0	1	0	0
Кобила стоїть з цигаркою, розмовляє з тіпом, і все б ок, якби той дим не йшов на її дитину, яка сидить в калясочці.	0	0	1	0	0
патрік бігає по хаті і нявкає. в перекладі з котячої це найімовірніше означає: сволочі, зарази, паскудники!	0	0	1	0	0
Нащо народжувати і не займатись вихованням?	0	0	1	0	1
Я не створена для кохання, та й почуттів взагалі, бо ненавиджу почуватися дурною або слабкою.	0	0	1	0	0
мені тік не подобається ідея з введенням у школах української російської. не знаю чи це вишиватнік в мені засів, але.	0	0	1	0	0
це я раніше чому така зла була, тому що у мене мужика нормально не було. а тепер ще зліше буду, тому що і цей кинув	0	0	1	0	0
боже моя хата виглядає так ніби тут вчора лопнув єдинорог.	0	0	1	0	1
дивне відчуття,коли людина в транспорті відсідає від тебе. з однієї сторони - фух, ну і добре, а з іншої - е,скотина,тебе шось не влаштовує?	0	0	1	0	0
Погана дочка,погана подруга,погана дiвчина,погана людина..	0	0	1	0	0
Почала робити зауваження бидлу, яке недопалки за 5м від смітника викидає.	0	0	1	0	0
сумний руснявий клоун. у нього дітки теж по піндостанам і гєйропам живуть?	0	0	1	0	0
день народження старших сестер, тиждень загружений, мене вже саму то бісить :с	0	0	1	0	0
Чого ви, підори, не голосуєте життєво важливі для країни закони?	0	0	1	0	0
Жіночка років 50 з купою торбів з бутіків зайшла в трамвай і попросила пересісти старезного дідуся на інше місце, щоб її торби влізли.	0	0	1	0	0
І вибачте за мати, але інакше я то виразити не можу.	0	0	1	0	0
О боже, щоранку з цього ору, бо на моїй зупинці теж саме висить	0	0	1	0	0
зрадонькааа, зрада!! наклєєєп, лііііпєєєцк! він за вас вайуваав!!1	0	0	1	0	0
в ніч хеловіну їхатиму в потязі. ці ваші тіпастрьомнівечірки ніщо порівняно з хропінням, крикливими дітьми і п'яними сусідами.	0	0	1	0	0
реально підглядує....ну капець...а я тут вже 2 місяці живу і не помічала..	0	0	1	0	0
					
Спілкувалась я з деякими, і от бісить і всьо тут	0	0	1	0	0
Ето гєноцьід патрівотів ящітаю Клята влада!	0	0	1	0	0
Як ж то страшенно бісить, коли русизми під українську «маскують».	0	0	1	0	0
фууууу, в тебе твітттер москальською!	0	0	1	0	0
мене нервує. коли в мене позичають ручку чи лінійку.	0	0	1	0	0
а уступати тре не того шо нємощні і стояти не можуть, а тогошо дороги в нас адло і трясе в різні боки	0	0	1	0	0
а мене от бісило і бісить))	0	0	1	0	0
зранку чо не їла! буду сварити!	0	0	1	0	0
Нє, ___, найнялася тебе розважати весь вечір!	0	0	1	0	0
це тому що клята влада нічого не робе, тіки краде і нажьіваєца на вайнє!	0	0	1	0	0
мене то теж завди дістає.	0	0	1	0	0
ти з мене іздіваєшся, який Харків?!	0	0	1	0	1
шо ви мені за базар розвели оце	0	0	1	0	0
шо мене всі штурхають на фейсбуці...бу..	0	0	1	0	0
найгірша дорога, якою я їхала в своєму житті - Тернопіль-Львів))	0	0	1	0	0
Вчора увесь день ходила сходами, бо ліфт мене вибішує.	0	0	1	0	0
сюка я тебе щас порішаб ану пашлі за гаражи	0	0	1	0	0
					
– Порох крадьот & бреше!	0	0	1	0	0
2) зробили мені якусь прививку, яку лікарі забули (ой) зробити у віці шести років 3) посварилась з лікарями і валю додому в поганому настрої	0	0	1	0	0
В німеччині ТАК ХОЧЕТЬСЯ ЗІГАНУТЬ аж рука свербить	0	0	1	0	0
я хроплю вночі, це гірше за відключення гарячої води	0	0	1	0	0
					
Коля казьол. хороші асоціації. але я там зайва.	0	0	1	0	0
ну це так) зручно) але я не можу, вже на 3йдееь в мене відрощий ніготь видно і мене це бісить))	0	0	1	0	0
очі печуть вогнем від тих ваших макіяжів	0	0	1	0	0
я чокнусь за ці два дні	0	0	1	0	0
побили кілька одиниць посуду, піем перевернув стіл. походу цей гнилий двіж набирає абаротів	0	0	1	0	0
  мені тикають два типи людей: 1) зі мною череду у дитинстві пасли 2) мені хуя смоктали  так от, я не пам'ятаю вас пастушком	0	0	1	0	0
я не буду заради тебе, Гані і Каті терпіти того пйоса	0	0	1	0	0
В метро на мене плювали хіпстери, штовхав дядько, в 5разів товщий за мене, вишкірялись бабульки, дідульки і працівниці метро.	0	0	1	0	0
Клята влада розбиває людям бордюри і палить техніку!	0	0	1	0	0
Вся маршрутка матюкається,кричить. . .насвяткувались	0	0	1	0	0
Ні, взагалі навіщо вона нам я розумію, но не стільки ж  4 пари на тиждень	0	0	1	0	0
Я зла і не добра!рррр	0	0	1	0	0
очі печуть, пчихаю щохвилини, руці холодні, чоло горить.  тільки цього не вистачало!	0	0	1	0	0
"Смаколик" - найогидніше слово ever!	0	0	1	0	0
кстаааті не ведіться на ці плаватільні круги для малечі, що навколо шиї чіпляються. це крепко зло.	0	0	1	0	0
то треба мене дратувати з самого початку дня?	0	0	1	0	0
І прєкраті читати наші переписки!	0	0	1	0	0
Яне хо сидіти в парку на лавці і дихати твоїм димом	0	0	1	0	0
Колега пів дня задовбує допитами.	0	0	1	0	0
захотілось псіханути і стерти всю музику з телефону, а це 700 пісень.	0	0	1	0	0
теж оце злить таке "як друга"	0	0	1	0	0
є ще така тєма як свобода слова і нав'язування завідомо гидких речей. деякі Наші східняки нічим не ліпші	0	0	1	0	0
А це, кульок з брудною водою, який впав мені на спину не то з дерева, не то діти з балкону скинули.	0	0	1	0	0
Мало що так неприємно роздратовує, як зверxнє щоденно повторюване мамине "ну я ж казала!"	0	0	1	0	0
Якого хуя мій т9 написав "незаміжня" окремо?	0	0	1	0	0
Ненавиджу себе за те,що щоб я не вирішила  - завжди почуваю себе винною.	0	0	1	0	0
...і є ж такі люди! причепився до мене в асьці! знаючи мене шо ппц і вчить....псіхолог мля!	0	0	1	0	1
Не хочеш то не треба!	0	0	1	0	0
дико бісить, що інтернет тягне лише на першому поверсі, і я мушу сидіти тут. так він ще й тормозить, як я на алгебрі.	0	0	1	0	0
Україна вже не для людєй!	0	0	1	0	0
Шоб усі боялись і не насміхались!	0	0	1	0	0
так і пиши, ато компроментуєш мене!)	0	0	1	0	0
					
					
					
					
Головне мене не зли, я то як раз в тій же частині країни	0	0	1	0	0
Вчора бачила двох вгашених, які пили водяру прямо з горла, і, називаючи себе «сазнатєльнимі студєнтамі» гидили всіх.	0	0	1	0	0
– Аваков хоче узурпувати всю владу в Україні!	0	0	1	0	0
На свято я не встигну(	0	0	0	1	0
В Чорнобилі дуже цікаво, хоч і сумно.	0	0	0	1	0
Не виходить смачний чай:// вкотре	0	0	0	1	0
Коли в всяких конкурсах в інсті пишуть «відмітиш більше друзів - більше шансів виграти», то я плачу	0	0	0	1	0
Мені бракує цього салтівського вело вайбу з нічними ларьками, пивом, подругою і річкою.	0	0	0	1	0
відчуваю себе дуже ущербно, коли можу лише репоститии всю цю діч.	0	0	0	1	0
Жалію, що не з твого міста(((	0	0	0	1	0
Пройшов рік а  i  так і не пофоткалися в Баландюха :)	0	0	0	1	0
ці малесенькі не біда в порівнянні із столітніми дубами і буками,які вирізують...не сумуй!	0	0	0	1	0
як потусіть закордоном без неврозів: НІКОЛИ.	0	0	0	1	0
менше з тим треба дякувати ірванцеві за переклади. тогошо толкові переклади на українську це геть не часто і це печаль.	0	0	0	1	0
а як подумаю, що в моїх колег завтра зйомки в цю погоду на вулиці, то шось геть сумненько стає.	0	0	0	1	0
Літечко, а я обпиваюсь імбирним чаєм з лимоном і медом, кашляю і ходжу соплива.	0	0	0	1	0
Дивлюся як в людей дощі йдуть і котиться скупа сльоза.	0	0	0	1	0
Отако думаєш, шо в тебе в жизні жесть, а тоді як послухаєш подруг, то сумно стає за них.	0	0	0	1	0
не прониклась виставою настільки як бажалось. черства моя душа(	0	0	0	1	0
Але за дітками і їхніми обнімашки скучила.	0	0	0	1	0
І чьо я не потрапила сюди раніше(	0	0	0	1	0
- піскові поїхали і тепер трошки сумно - та вапше сумно *вечір неділі, він такий	0	0	0	1	0
Фото з бібіліотеки Вернадського зірвали менше лайків, ніж фото какаючого песика в полі	0	0	0	1	0
та, але вже скучила за домом, собакою і подругою)	0	0	0	1	0
це о п'ятій вечора? нє, мені раніш тра бути, а рейкового о 9:50 нема в неділю і це сум	0	0	0	1	0
це сумно, і я тебе розумію(	0	0	0	1	0
плачевний, хоча їх є багато...	0	0	0	1	0
згадала про пелеха і тепер мені сумно.	0	0	0	1	0
Три тижні дома з ускладненнями відлежала	0	0	0	1	0
А взагалі, не дуже радійте.	0	0	0	1	0
Дівчата, які розчісуються на зупинці, я сумувала	0	0	0	1	0
Я сьогодні трішки зхарена тому буду нити.	0	0	0	1	0
					
					
					
і хоч погода тепла, але зовсім немає отого весняного духу.	0	0	0	1	0
та я завал хотіла, але нема білетів взагалі(	0	0	0	1	0
Вже морально готова не отримати жодної валентинки.	0	0	0	1	0
Якось дуже стрімко прохолодно стало :(	0	0	0	1	0
Я в п'ятницю признавалась в коханні  і мене відшили!	0	0	0	1	0
- У Ярика брат утонул - У Ярика брат єсть?	0	0	0	1	1
співчуваю тобі(сама місяць тому мучилась з нею	0	0	0	1	0
не сумуй, він би на тебе вже великий був :)	0	0	0	1	0
В квартирі навіть з кондеціонером душно:(	0	0	0	1	0
хотя платять мені канєшно, на жаль, не за то	0	0	0	1	0
Але вона не живе зі мною (( і я сумую.	0	0	0	1	0
дада, айподи хароші. но! дорогувато і це сумно(	0	0	0	1	0
Боляче дивитися на дрова, які не можна порубати.	0	0	0	1	0
оу, сумно. це якийсь тонік не змився добре?	0	0	0	1	0
Мені шкода всіх тих маленьких мімімішок, які зараз їдуть зі мною в автобусі.	0	0	0	1	0
Останнім часом щось взагалі страшне твориться з пам'яттю, уважністю, адекватністю.	0	0	0	1	0
пітірка. але вже більше сумно ніж не сумно.	0	0	0	1	0
Замість того, щоб творити щасливі миті, ми сумуємо за моментами, які не повернеш.	0	0	0	1	0
направду без артполя літо чучуть втратило. ніяким заходом то не перекрити. хештег сум.	0	0	0	1	0
Проснулась в сльозах, через те, що не відчутала, що ти поряд.	0	0	0	1	0
настрій бахнути стопісят грам сіку в компанії	0	0	0	1	0
Краще б в мене не було батька, аніж терпіти оце..	0	0	0	1	0
Скаржився, як його від куріння болить сердечко.	0	0	0	1	0
ну вибач.....будь ласка...більше не буду((	0	0	0	1	0
Все настільки погано, що учениця мені сказала "о, тебе сонечко розцілувало, так веснушок багато"	0	0	0	1	0
Моя сушена рибка шефові воняє, а як їсти гнилий, вонючий сир, то йому норм.	0	0	0	1	0
але ж ми порівнюємо з явкою у травні, і це печаль	0	0	0	1	0
це сумно( мене б таке напрягало	0	0	0	1	0
Мене всі кинули і я піду на тренування сама :с	0	0	0	1	0
здається, це найгірше. розчаруватися в людині не тому, що вона зробила, щось погане, а тому, що вона виявилася звичайною	0	0	0	1	0
я вже дуже хочу на роботу. бо в мене вже закінчилась будь-яка мотивація. навіть вдома нічого робити не хочеться	0	0	0	1	0
Ніби крізь мене сумно свище холодний вітер.	0	0	0	1	0
Я думала, що гіршого першого дня, ніж рік тому вже не буде.	0	0	0	1	0
те відчуття, коли сподобалась цитата чувака, а він взяв і відписався. нууууу і пааакааааа	0	0	0	1	0
це так символічно робити ехокардіоскопію в день святого валіка. звуки хлюпаючого серця досі в голові. яке ж воно шумне.	0	0	0	1	0
в мене на роботі всі помітили відразу зміни в настрої, а треба було відразу брати відпустку і не вимахуватись:(	0	0	0	1	0
але шось нічо нового немає:/	0	0	0	1	0
це пічаль( чому я не можу ходити налєгкє?(	0	0	0	1	0
Чути як відправляється електричка, в якій ти, то є боляче.	0	0	0	1	0
А в Іспанії ще гірше!	0	0	0	1	0
запроси мене у сни свої...тугу в серці погаси...	0	0	0	1	0
хотіла зайти в гості, але не знайшла потрібної квартири(	0	0	0	1	0
оце з регіонами це печаль	0	0	0	1	0
Йти спати було поганою ідеєю	0	0	0	1	0
дадєтка, перше зауваження в залі. від гєни. удостовірилась шо трєнєр він таксібє.	0	0	0	1	0
, ви жадана з собаками не хочте привезти? знаю, хочте. знаю, але. сумно, знаю.	0	0	0	1	0
Лягла спати о 21й вчора і не виспалась.	0	0	0	1	0
мою романтичну вечерю перервала пралка, яка залила всю ванну кімнату.	0	0	0	1	0
Я ж прийшла шукати вєлік і плакала.	0	0	0	1	0
я і так все пропускаю останнім часом(	0	0	0	1	0
На жаль, я кинула це все і подалась в навчання, набрала багато зайвої ваги .	0	0	0	1	0
еспресо маленьке і гірке :)) і воно мені нагадує про маму:)	0	0	0	1	0
Але за Францією скучила вже.	0	0	0	1	0
повір, гірше від того тільки мені. ну але коли двічі просиш "посони, давайте будемо котіками", а вони клали, то якось неприятно.	0	0	0	1	0
до скорої зустрічі, станова. я буду сумував.	0	0	0	1	0
Як же воно біднятко мучиться.	0	0	0	1	0
Без тебе не життя Лише один суцільний безлад Любов що не без вад Лиш горя час в душі живе	0	0	0	1	0
Чорний рис на вигляд - як мишачі какашки.	0	0	0	1	0
Значить, сесію мені не оплатять і це печаль.	0	0	0	1	0
сумно якось. навіть той факт, що таки знайшлась людина,згодна відвідати зі мною люківський виступ ві львові, вже не тішить на повну катушку.	0	0	0	1	0
І знову мене чекають самотні вечори та ночі.	0	0	0	1	0
І хвилина діяння кожна Випромінює нам печаль.	0	0	0	1	0
Зайти в особистий кабінет і ревіти.	0	0	0	1	0
зранку я буду дуже страшна, і ти мене не впізнаєш))	0	0	0	1	0
а сьодні опалення відключать. . .((( пропали мої 24 С	0	0	0	1	0
я вас ждав, витер пилюку на лампі, а тут такоє( (с) мось сумує	0	0	0	1	0
RT : І від сліз тих гарячих розтане  Та кора льодовая, міцна,  Може, квіти зійдуть - і настане Ще й для мене весела весна.	0	0	0	1	0
Плаче, як свиня,реве як корова каже, така славна коза була, так жалко...	0	0	0	1	0
вчора на митиці купу помилок побачили в інформативному листі, на що прикордонниця сумно сказала, що так вже 4р(	0	0	0	1	0
в мене температура, соплі і очі сльозить)	0	0	0	1	0
ми сумуємо не за людьми.	0	0	0	1	0
то я роки два тому фоткала. проплакала вже це вміння і тіло.	0	0	0	1	0
Пити вдома літру чаю і щкєе цілу термочашку в дорозі було поганою ідеєю.	0	0	0	1	0
мені вас не вистачає, дєвчата	0	0	0	1	0
не хочу йти на день народження але треба(	0	0	0	1	0
а я сьогодні згадала, як то я без них живу)	0	0	0	1	0
Іра через кашель не може піти на вино;(( це страшний сум.	0	0	0	1	0
Приспала найвреднішу дитину, масажуючи їй вуха.	0	0	0	1	0
я би тебе хотіла поразвлєкать, але сама грущу шот.	0	0	0	1	0
а це сумно [сумний смайлик]	0	0	0	1	0
я там вже 3р не була і скучила	0	0	0	1	0
Сумно, що двом людям, які найбільше потрібні мені, я потрібна набагато менше.	0	0	0	1	0
сьогодні твіттер можна не читати) твітрансляція презентації епл то гірше, ніж твітрансляція футболу	0	0	0	1	0
што імєєм - нє хранім, патєрявши - плачєм	0	0	0	1	0
Боги, коли я нарешті звалю звідси?!	0	0	0	1	0
Задрімала трохи, приснились винищувачі над Києвом(	0	0	0	1	0
я скучила за цими довгими годиннми розмовами. дуже.	0	0	0	1	0
о, а я дарувати надумала, спізнилася значить(	0	0	0	1	0
Зустрічати в своєму місті людей з рюкзаками й каріматами і сумувати, що цього року на жоден фестиваль не потраплю.	0	0	0	1	0
момент, коли романтика пішла і залишила брудні баняки	0	0	0	1	0
а мені самій вже не то)	0	0	0	1	0
поспала і мені ще гірше (( тиск?	0	0	0	1	0
не читай, там щодня все гірше	0	0	0	1	0
інколи хочеться у відпустку від життя	0	0	0	1	0
Найгірше в нових телефонах - всюди авторизуватись.	0	0	0	1	0
а я його бачила, увесь) сумний фільм)	0	0	0	1	0
Випадково зустріла свою племінницю, з якою не спілкувались досить довго, вона така гарнюня Але сумно, що зовсім не пам'ятає мене	1	0	0	1	0
завтра треба їхати в Умань. а я не хо. краще б вже на роботу ходила	0	0	0	1	0
Загравання з люмпенотою  закінчувались завше погано (що посієш, те й пожнеш).	0	0	0	1	0
Ти кричиш,не думаючи про те, що кожне твоє слово, сказане з піднятою інтонацією доводить мене до сліз.	0	0	0	1	0
Тільки я можу сидіти на вулиці, почути пісню по радіо і розплакатись, бо спогади, спогади, спогади..	0	0	0	1	0
дівчата конспекти читають. . .пічалька	0	0	0	1	0
Вдома мені покищо зовсім не добре.	0	0	0	1	0
Хочу заснути і ніколи не прокинутися.	0	0	0	1	0
і зовсім не рада, що ще не пора шапок	0	0	0	1	0
вчора відьмою обізвали, сьогодні що я стала гіршою і веду себе,як малолєтка. . .отак от.	0	0	0	1	0
на презентації кіна про чубая ми сиділи з ним в одному ряді. а так тягуче сумно ніби знала його особисто.	0	0	0	1	0
поплачу і перестану) от побачиш, завтра вже весела буду)	0	0	0	1	0
хотіла шось розумне у вас запитати...і нема що...скучила)))	0	0	0	1	0
з іншого боку 56 з 144:могло бути гірше.з іншошішого боку:маючи по три вузи в кожному селі-куди гірше. ше з отамтого боку - не вузом єдиним	0	0	0	1	0
уууу, спотіфай підбив підсумки року ухадящого  тепер буду слухати свої топ-100 і ностальгірувати ://	0	0	0	1	0
чьо я його там не зустріла(	0	0	0	1	0
а ви не лишайте твітор так надовго. я сумував наприклад.	0	0	0	1	0
І от тепер з таким зустрічаюсь Яка іронія	0	0	0	1	0
сумна (насправді нє) історія про те як перестати слухати жадана з собаками і вагоновожатих.	0	0	0	1	0
так шкода її(( У мережі з'явилися перші фотографії хворої співачки Жанни Фріске -   via	0	0	0	1	0
Я забагато поспала,а це гріх для дипломника	0	0	0	1	0
Коли мені було 8, мою найкращу подругу батьки забрали в Іспанію, сказавши, що це тільки на літо.	0	0	0	1	0
з рівного до харкова нема ніц прямого потяжного. і кривого. ні-я-ко-го. це сумно.	0	0	0	1	0
Є тільки легкий смуток і здивування, наскільки все змінилося.	0	0	0	1	1
Залежність від людей - гірше будь-якого наркотику	0	0	0	1	0
оматінко  розвидіти уже ніяк канєшно ж.	0	0	0	1	0
Бідна  їде потягом pkp який називається Гомбрович і розповідає звідти страшне.	0	0	0	1	0
Ти жила в темному підвалі Своїх незнаних теплих снів-думок, І знов, як завжди, просиналась В чужому ліжку, під чужим вікном...	0	0	0	1	0
Читати фф з назвою Too painful було  ромилкою((	0	0	0	1	0
Найгірше, коли свою поверхневість вважаєш мудрістю.	0	0	0	1	0
*сумує з приводу твого коліна*	0	0	0	1	0
Шкода, я б обійняла  *Теж їх шиперю*	0	0	0	1	0
я хо платформу, і босоніжки. туфлі чорні є, але боль	0	0	0	1	0
ага) після того було ще гірше)	0	0	0	1	0
Сумно, я думала вони вже давно вимерли як динозаври	0	0	0	1	0
ридаю, бо було щось схоже в моєму житті.	0	0	0	1	0
Її ніколи не любили достатньо.	0	0	0	1	0
За дітьми скучила дуже, але ж це тепер зранку вставати треба.	0	0	0	1	0
14 це шось кепсько, ну ксюуууу	0	0	0	1	0
шось від того мало користі мені:)	0	0	0	1	0
Приїхала зарання, а всі щей запізнюються...	0	0	0	1	0
А я вже майже втратила надію і встигла оплакати і посилку і гроші.	0	0	0	1	0
Сьогодні бабусиного рідного дядька ховають.	0	0	0	1	0
літо для мене закінчується після моменту пришпандьорювання штанин до моїх хатніх брюкіпрєвращаютсавшорти. сьогодні для мене закінчилось літо	0	0	0	1	0
відправили останніх гостів в дорогу. трошки сумно. час розгрібати лайки і реплаї.	0	0	0	1	0
Мама пішла на пошту, я залишилась вдома, бо жахливо болить голова.	0	0	0	1	0
і того.підсумки року дуж скупі.весь рік на роботі,2 тижні відпустки.	0	0	0	1	0
ми хочемо самоєда. але в нас немає квартири(	0	0	0	1	0
От печально, що цього разу температура не посилає мені галюнів.	0	0	0	1	0
Просто хочу, нарешті, бути щасливою.	0	0	0	1	0
через те я ніколи не гляну хатіко. бо отримаю від переізбитка чувств розрив серця і ви всі сумуватимете за мною.	0	0	0	1	0
 трішки шкода бо я вже тим "літати" починаю марити)	0	0	0	1	0
Літо - єдина пора року, закінчення якої так болісно відчувається.	0	0	0	1	0
те, шо він грузин, мене ше більше розстроїло	0	0	0	1	0
Аж трошки сумно мені від цього.	0	0	0	1	0
Голова болить, що аж дихати боляче	0	0	0	1	0
Я досі не знайшла в собі сили зізнатись, що загубила	0	0	0	1	0
Вибачте мені нема з ким поговорить	0	0	0	1	0
Я така розчарована в усьому, насамперед в собі  і так легко піддаюсь цьому стану.	0	0	0	1	0
бабця казала щоб я не приїжала,бо буде мені скучно. . .але я не можу їх залишити на Різдво одних	0	0	0	1	0
*та куди вже гірше гг	0	0	0	1	0
сьогодні я слухаю сумний гурт перкалаба.	0	0	0	1	0
Я аж прочуствувала його горе	0	0	0	1	0
мене навпаки угнітає, я якась неправильна	0	1	0	1	0
ну тіпа на упаковці радивилівського масла теж пише: вершки, пачитай. а от склад спреду ліпше не читати. моральна травма буде	0	0	0	1	0
Я ще гірше, хімію он 13 буду писати)	0	0	0	1	0
той момент коли розумієш шо виглядаєш гірше за боріса апрєля.	0	0	0	1	0
Дівчинк ана мене дуже ображена і ігнорить( як беру на руки, одразу тікає(	0	0	0	1	0
я для себе ще не знайшла відповіді на питання нащо мені це, але шкода однозначно.	0	0	0	1	0
Як забувають зимою осінь Як забувають про перші сльози.	0	0	0	1	0
В Купідоні мені принесли овочі з чиїмись віями(	0	0	0	1	0
ніби повертаюсь додому раніше, ніж зазвичай, але така виснажена.	0	0	0	1	0
Вже шкодую, шо привела Катрін в інстаграм	0	0	0	1	0
Зустрічати світанки, обійнявшись обожлює, але не має з ким.	0	0	0	1	0
квитки на панівалькова вже від 170 нестабільних одиниць. а ще рік тому за півсотні можна було на канц попасти	0	0	0	1	0
Але пічально, що стільки сміття в класі цілий рік зберігали.	0	0	0	1	0
Я зараз сяду і тупо плакатиму.	0	0	0	1	0
вчора мене назвали бомжикп.досі комплексую.	0	0	0	1	0
Обідно, коли хотів пчихнути, а якась зараза помішала.	0	0	0	1	0
Просто картинка.  ладно, всьо, тре зупинитись, бо сама собі підливаю.  але мені реально сумно з того всього(	0	0	0	1	0
ще й в зал нині не попадаю, печаль)	0	0	0	1	0
Ледве встала, і то не на першу	0	0	0	1	0
Їй теж сумно через те, що відбувається.	0	0	0	1	0
І єдине, за чим скучатиму - дітки.	0	0	0	1	0
Скучатиму за своїми дітками 	0	0	0	1	0
І досі не віриться, що втратила свою  дівчинку.	0	0	0	1	0
схоже, що людині не дає навіть права рука. а це сумно.	0	0	0	1	0
Тривожно мені за Крим. так хочеться, щоб все розрулилось мирно і ми вже почали відбудовувати країну.	0	0	0	1	0
ми вирішили відпочити один від одного, я у львів, а він в карпати) *да, твіти просякнуті сумом, один  один)	0	0	0	1	0
як не дивно в дорогому ресторані(	0	0	0	1	1
я з травня без ноута(	0	0	0	1	0
Ото тепер мучусь, бо хз шо вдягти.	0	0	0	1	0
(САРКАЗМ) RT : Проміняти Львів на інше місто - це моральна проституція(	0	0	0	1	0
Не вмію писати, не вмію фотографувати, не вмію малювати...так щоб ах!	0	0	0	1	0
Жаль що я не знаю, що мені шукати чи дибати :(	0	0	0	1	0
не можу заснути, бо ніхто добраніч не написав мені, отакі то ви друзья.	0	0	0	1	0
Хрипло & натужно завив на місяць пустивши скупу сльозу, чи навіть дві.	0	0	0	1	0
я би з радістю,але ми тут тіатральним коліктівом,то саму ніхто нивідпусте(	0	0	0	1	0
здається...я там не буваю на Зелені свята)) (ні на які свята)	0	0	0	1	0
щойно так гарно підвернула ногу, що недільні 5км під великою загрозою((	0	0	0	1	0
Вона сумує за мною, а я - за нею	0	0	0	1	0
боляче розуміти, що ти досі не можеш довірити мені деякі речі..	0	0	0	1	0
70-80% золота в ломбарді - обручки і хрестики І від цього стає сумно (с)	0	0	0	1	0
заспокоц мене, бо я ввд початку за порошенка, а шось не радію	0	0	0	1	0
Але заміж я походу не вийду	0	0	0	1	0
зараз би о 12 ночі ревіти під мєдлячок	0	0	0	1	0
о круто, виявляється, я раціональна) але ціни в на Буковелі це дуже сум	0	0	0	1	0
Але коли п'ю воду, то наче вату ковтаю.	0	0	0	1	0
Я напевно буду тепер все життя жалкувати, що не встигла сфотографувалася з тим кльовим німцем, котрий нам мило посміхався	0	0	0	1	0
І ми за тобою сумуємо	0	0	0	1	0
Шкода театру в Черкасах :(	0	0	0	1	0
насправді жахливо сьогодні поспала. півночі не могла заснути, а потім ще й сон такий слабкий був.  не виспалась я :с	0	0	0	1	0
Шкода так, сподіваюся знайдуть і праернуть	0	0	0	1	0
а люди шось фоткають,фоткаються,і все таке гарне і миле,що дух аж переводить...а мій фотик лежить сиротинкою...я вері бізі.вері..	0	0	0	1	0
Я би написала мамочкам в чатіки...но нема сил	0	0	0	1	0
цей твіт присвячується потягу львів-луганськ і навпаки. і навіть тьоті "виженєвідітєсібясастарани". я сумуватиму за тобою. о шшєт.	0	0	0	1	0
в цьому ще більша печаль)	0	0	0	1	0
боже це ше хуже ніж якби ти написав, шо в тебе є інша.	0	0	0	1	0
якась я зовсім не принцеса.	0	0	0	1	0
Зі мною будеш, в мене все одно гірше гг	0	0	0	1	0
