text	Joy	Fear	Anger	Sadness	Disgust	Surprise
Яке щастя, що звідти прибрали постійно орущого папугу	1	0	0	0	0	0
я свій подарунок на дн ще в серпні отримала))	1	0	0	0	0	0
О ,  такі сни мені подобаються	1	0	0	0	0	0
якби лякали труднощі то не вв'язалась би;) вірю в тебе.	1	0	0	0	0	0
Та го, я тока за \пікап смайл\	1	0	0	0	0	0
їдеш така униленька в автобусі і раптом бачиш .  і зразу настрій хороший:з	1	0	0	0	0	0
спасібо, радіма, не жалієш ти мене)	1	0	0	0	0	0
чуть мене не задушили в обіймах:))	1	0	0	0	0	0
радію, що займалась йогою, бо тепер можу чухати комарині укуси всюди.	1	0	0	0	0	0
Я дякую світу за нас і за тебе За це неспокійне та крутезне життя	1	0	0	0	0	0
А я завтра йду на концерт Фіолет))))))	1	0	0	0	0	0
						
						
RT : Мені запропонували роботу :)	1	0	0	0	0	0
а ти мене бачиш? а я закохана:)	1	0	0	0	0	0
Дивні - А вже Різдво  чудова!!!	1	0	0	0	0	1
У мене сьогодні справжнє свято!	1	0	0	0	0	0
Ти не зі Львова? :)	1	0	0	0	0	0
Шось сьогодні підозріло багато хороших новин^^	1	0	0	0	0	1
щось таке ніжне переповнює мене:)) заховати б це у скриньку і виймати сумними вечорами...та ба...нема.скриньки нема.	1	0	0	0	0	0
оллі, з дн! най чарівності в житті не оминають ніколи, обіймаю)	1	0	0	0	0	0
Безпрецедентну підтримку, такого ніколи не було в українській історії, як є наразі.	1	0	0	0	0	0
шшєт, мені одній видать сподобалось)	1	0	0	0	0	0
дуже сподобалася;) але 7 днів для хачапурі, хінкалі, то забагато)	1	0	0	0	0	0
найгірше то одіти чисту постіль, коли ВЖЕ хочеться спати...))	1	0	0	0	0	0
З Днем народження, Друже !	1	0	0	0	0	0
Ну і як не ропостити такі чудові моменти?	1	0	0	0	0	0
Щоки горять, як радіатори! )))	1	0	0	0	0	0
надіюсь вона буде довго тобі служити і нагадувати про таку значну подію в житті!	1	0	0	0	0	0
потрібно не підпускати осінь, а радіти літечку))	1	0	0	0	0	0
Так це ж прекрасно! а на канал я підписана, до речі )	1	0	0	0	0	0
Віта виграла орео. чує моє серце, я скоро буду сидіти в неї вдома)0))0)0)0	1	0	0	0	0	0
ААААААААААА!Мені сьогодні таке ЩАСТЯ привалило!	1	0	0	0	0	0
і швець, і жнець, і на дуді грець)	1	0	0	0	0	0
Посиділи вчора з Михальським вперше за 2 роки)	1	0	0	0	0	0
заварила пакетик полуничного чаю, який влітку стирила в готелі в будапешті, і він такиииииий смачний.  і пахне просто казково!	1	0	0	0	0	0
Та просто сходила в перукарню, вирівняла -2 см, але довольна	1	0	0	0	0	0
А потім зрозуміла, що закохалася.	1	0	0	0	0	0
дякую за те,що витягнув на таку кльову прогулнку (давно я так від душі не бродила вулицями міста ) і за кльову кав’ярню	1	0	0	0	0	0
Бо я прокинулась, глянула в дзеркало і злякалась.	0	1	0	0	0	0
мене взагалі всі гормональні штуки лякають)	0	1	0	0	0	0
пінгвінів завтикала в кінотеатрі і чекала в файній якості (вже є?), училку не цеє шось. а смерфи мене лякають. а шо за 3 метри гляну	0	1	0	0	0	0
та да) я б на його місці сама боялась)	0	1	0	0	0	0
я мільйонера не бачила, бо шось боялась шо не заціню	0	1	0	0	0	0
болить шия. поплатилась за активне махання головою. ой що буде зранку. мені вже страшно)	0	1	0	0	0	0
тепер дитина не спить ночами,боїться,чекає кінця світу. хештег ебвм	0	1	0	0	0	0
дали. тепер у мене паніка.	0	1	0	0	0	0
я панічно боюся не зрозуміти чогось зараз. чогось, що колись покажеться мені очевидним. я боюсь, що зрозумію це запізно	0	1	0	0	0	0
Коли ти спиш і кіт на тебе лягає і засипає, і ти боїшся поворухнутись, щоб він не втік.	0	1	0	0	0	0
не знаю, що може бути страшніше за перші обкладинки в нора-друк)	0	1	0	0	0	0
						
Вже боюсь що в мене якесь ітінг дезордер(	0	1	0	0	0	0
та я безглуздо жую кусок сирного пляцка і боюсь згорнути вікно твітора. а серце вже походу розганяється. зараз проломить грудну клітку	0	1	0	0	0	0
тваю дівізію.в мене перший повноцінний робочий день за три місяці. може то не йти? бо я боюсь вже))	0	1	0	0	0	0
нє. я її твіттер боюсь читати, бо вона про книжки пише.	0	1	0	0	0	0
боюся слухати новий альбом анни. його ще нема. а я вже боюся. змія. срібна. і фотки з кліпу такі якісь стрьомні. буе.	0	1	0	0	0	0
Та я їх сама боюсь, а Іра - герой просто	0	1	0	0	0	0
та ти хоча б перший чи другий курс, а мені через рік уже всьо - збирати манатки і прощатись з університетським життям. а я боюсь(	0	1	0	0	0	0
ти з цим причуханом на Джека Ніколсона з екранізації Сяйва схожий, я тебе боюсь	0	1	0	0	0	0
Щойно один пожежник ледь не впав.	0	1	0	0	0	0
Мене вже аж трусить,коли до мене дзвонять	0	1	1	0	0	0
Мене лякає, що вона ледь підстрибує з кожним ударом серця.	0	1	0	0	0	0
ой боюсь, що ми про різні рощьоски говоримо)	0	1	0	0	0	0
настю. я за тебе чимдалі, тим більше хвилююсь. бережи себе.	0	1	0	0	0	0
не дарма я боюсь філологів	0	1	0	0	0	0
Ти мене лякаеш...мабуть батьків тре кудись відвезти. . .	0	1	0	0	0	0
Люди, що не видаляють записи на стіні за 2009 рік і раніше, мене лякають.	0	1	0	0	0	0
от сьогодні поговорили, і стільки речей для себе осмислила, що стало трішки страшно і не по собі.	0	1	0	0	0	0
Мабуть його налякало те, шо в мене з носа пішла кров))	0	1	0	0	0	0
я боялась, що він стрибне комусь під колеса на Щусєва	0	1	0	0	0	0
Два дні вже не виходжу з дому і панікую, що завтра це вже неминуче.	0	1	0	0	0	0
Цей дивний запах крему, мене тривожить:(	0	1	0	0	0	0
мені спочатку і на зелених страшно))	0	1	0	0	0	0
стає лячно, коли 17-річна дівчина каже тобі, що вона равлик.	0	1	0	0	0	0
щоб тверде не було боюсь	0	1	0	0	0	0
старий, все життя боялась дивитись і от наважилась.	0	1	0	0	0	0
боюсь померти на заході від передозу музикою. я не пам'ятаю коли востаннє щось слухала наживо.	0	1	0	0	0	0
Постійно боюсь впасти з верхньої полички, тому доводиться спати, тримаючись.	0	1	0	0	0	0
RT : вже й не знаю кого більше боюся,коли катаюся.машин,дітей чи голубів.	0	1	0	0	0	0
вова стрьоманувся, коли знайшов мене таку під ковдрами)	0	1	0	0	0	0
оновлюю стрічку щохвилини, які курсові. оновлюю і боюсь	0	1	0	0	0	0
вже пару місяців мене не покидає відчуття, що за мною хтось ходить по квартирі...	0	1	0	0	0	0
І от щойно на пляжі я так здригнулася, шо аж злякалась	0	1	0	0	0	0
Мені сьогодні потрібна порція міцних обіймів, бо завтра нова робота і я боюсь.	0	1	0	0	0	0
Один раз розбили моє серденько, тепер боюсь закохуватись	0	1	0	0	0	0
вони злякались, що ти знайдеш їм заміну)))	0	1	0	0	0	0
Але вистава мене трози лякає) забагато «знаків» останнім часом)	0	1	0	0	0	0
чого я й боялась - ми єйо тіряєм	0	1	0	0	0	0
Шось і я вже кричу і переживаю за Ниву) затягує вся ця атмосфера)	0	1	0	0	0	0
баби, ви шо подуріли чисто? зараз мене перелякаєте, а мені ще самій в кімнаті спати	0	1	0	0	0	0
Це настільки страшно, що здається, ніби все відбувалось в якійсь паралельній реальності і нас там не було.	0	1	0	0	0	0
люди, які лайкають власні пости  в соцмережах, я вас боюсь	0	1	0	0	0	0
11 маршрутка то як парк атракціонів не встиг зайти як вже боїшся полетіти	0	1	0	0	0	0
Ми боялись цієї бабульки в дитинстві.	0	1	0	0	0	0
сьогодні було страшно від того, що насправді нестрашно.	0	1	0	0	0	0
Боюсь шо телефон розрядиться і я не зможу в екстренній ситуації подзвонити і всьо капец мені	0	1	0	0	0	0
Боюся що знайдеться щось серйозніше, яке зажене мене в депресію	0	1	0	0	0	0
Які страшні речі щодо реформ та боротьби з корупцією говорить Тіллерсон	0	1	0	0	0	0
бачили б ви як воно (  ) панічно боїться прозорих ліфтів!! таки не затащила.	0	1	1	0	0	0
Це мабуть будуть самі страшні вихідні за останні пару місяців	0	1	0	0	0	0
Даже боюсь знати, шо там відбувається	0	1	0	0	0	0
ну і певно ви взагалі не орієнтуєтесь в цінах на натуральний шовк і ексклюзивні сукні від Монторо. боюсь навіть давати лінк, щоб не травмувати.	0	1	0	0	0	0
ну але мені страшно :) але до кінця катання вже були і сині і червоні)	0	1	0	0	0	0
Йду і не хочу, навіть, озираться на нього, лякатись і панікувать (бо він величенький і вгодований -повалить на землю запросто).	0	1	0	0	0	0
мені от теж підозріло і страшнувато.	0	1	0	0	0	0
Так боялась запізнитись, шо аж приїхала на майже 2години раніше)	0	1	0	0	0	0
я зуби лікувати менше боюсь, ніж здавати з пальця кров.	0	1	0	0	0	0
Я почала на стільки часто вживати слово «боюся», шо від цього мені теж страшно.	0	1	0	0	0	0
Мене пугає шо нада приймати рішення	0	1	0	0	0	0
бо боюсь) не впевнена в своїх силах	0	1	0	0	0	0
Навіть якщо завершиться осінь і почнеться зима Вона все одно найбільше боїться лишатись сама.	0	1	0	0	0	0
це точно) я он як гляну, які деякі мої одногрупники «великі педагоги», то аж страшно стає, бо ж на двійки вчились	0	1	0	0	0	0
який ужас! прастітє пожалуста. я скоро ляжу спати і всьо закончіца	0	1	0	0	0	0
та я завжди ввечері сама ходжу, просто треба заспокоїтись іперестати стрьоматись власної тіні.	0	1	0	0	0	0
Я не хочу тебе втратити.	0	1	0	1	0	0
Нам завжди є що сказати, просто ми боїмося реакції на ці слова.	0	1	0	0	0	0
Давно не фарбувалась на роботу, а сьогодні нафарбувалась, і коли цілувала сонного Вованаду, він злякався.	0	1	0	0	0	0
Сидимо в кімнаті в хостелі і раптом пронизливий крик - француз-сусід, який вже спав, починає страшно пищати чи кричати.	0	1	0	0	0	0
Боюсь уявить шо буде, коли буде синішка	0	1	0	0	0	0
Я сьогодні злякалась і ледь не знепритомніла одночасно (реально!!!), бо мені здалось, що під Редіссоном на ЯрВалу, я побачила Шенона Лето.	0	1	0	0	0	0
страшно заходити на фідлі. тому я не заходжу.	0	1	0	0	0	0
Найгірше те, що я боюсь її втратити, а вона мене, по моєму ні.	0	1	0	0	0	0
В нього таке око страшне(	0	1	0	0	0	0
Снилось, що відбувається бомбардування Києва, що скрізь винищувачі і що я переховувала =>	0	1	0	1	0	0
мудрості типу? два роки можуть. жахи, да	0	1	0	0	0	0
я ночувала восени в тернополі на двох вокзалах, мене вже нічим не злякаєш)	0	1	0	0	0	0
заре матиму розрив серця. хештег ашежнепочалосьнавіть	0	1	0	0	0	0
Поспала годинку і почали снитись жахіття :(	0	1	0	0	0	0
Тепер я боюсь жарких маршруток, шоб не зомліти.	0	1	0	0	0	0
слабо. боюсь шоб бронхіт плавно не перетік в запалення.	0	1	0	0	0	0
Боялась змерзнути в ноги і взула зранку кірзячки.	0	1	0	0	0	0
Давно мені таких жахів не снилося, відразу прокинулася.	0	1	0	0	0	0
снився жахливий сон про сесію.... а я на пари не ходила, і цілий конспект переписувати)) проснулася.подумала що вже маю диплом. заснула))	0	1	0	0	0	0
Хз, задишка наче і якесь приємне хвилювання.	0	1	0	0	0	0
А ще, до мене повернувся дитячий кошмар — екзема.	0	1	0	0	0	0
ось цього наші прабабусі боялися, що в ляльку перейде душа дитини	0	1	0	0	0	0
після 30-го ужастіка, я вже нічого не боюся, тільки хронічно не можу заснути, коли а шафі відкрита дверка	0	1	0	0	0	0
щодня ходжу повз посольство Польщі і черги мене лякають))	0	1	0	0	0	0
У мене в одного дитятка за 30хв температура піднялась до 39,9°С :( я так рознервувалась, шо і в мене тиск пілнявсь і голова тріщить.	0	1	0	0	0	0
найбільше лякає бинт в шлунку,який треба витягувати)) у нас з татом гайморит постійно.	0	1	0	0	0	0
 інколи мені здається, що його втілення у "понеділок" - найстрашніше	0	1	0	0	0	0
12. Коли я нервую, то мене жахливо трусить, іноді можу навіть почати задихатись	0	1	0	0	0	0
Боїмось того, що можемо прочитати вранці.	0	1	0	0	0	0
Зараз побачу перший мейкінгоф, на якому я вже є і шось мені страшно :D	0	1	0	0	0	0
вот завтра на консультацію обіцявся прийти. правда ше до того натяку. от тепер боюсь за дитину.	0	1	0	0	0	0
жахливо писати геометрію без стирки.	0	1	0	0	0	0
це жах RT   : Напад на фестиваль «Гайдамака.UA» в Ірпіні	0	1	0	0	0	0
фух, а я вже почала хвилюватись	0	1	0	0	0	0
Піду куплю затички сьогодні, бо навушники боюсь порвати.	0	1	0	0	0	0
Нічне жахіття від рідного тві	0	1	0	0	0	0
На мене впав велетенький павук, я звичайно не збиралась довго жити, але от шоб прямо сьогодні і від розриву серця, то було б занадто	0	1	0	0	1	0
Як і рік тому, п'ю латешку в Глобусі і переживаю.	0	1	0	0	0	0
я про класичні жахи! всякі містичні штуки типу. бо реальність як така завжди лякає.	0	1	0	0	0	0
слухаю наніч страшні історії про студентку, що, отримавши автоматом 95, пішла перездавати на сотку.	0	1	0	0	0	0
Після твіту Йостапа меністало страшно.	0	1	0	0	0	0
запихаю в себе їжу, бо хвилююсь.йду на роботу і не все встигла.	0	1	0	0	0	0
мама: тут твій телефон лежить. я: О БОЖЕ ТАМ НЕМА ПАРОЛЮ Я НЕ ВСТИГНУ ДОБІГТИ ВОНА ПРОЧИТАЄ ВСЕ ВОНА ПОДИВИТЬСЯ ФОТО	0	1	0	0	0	0
а я там ще й хвилююся...жах))	0	1	0	0	0	0
Шо я боюсь не влізти в неї в кісточці.	0	1	0	0	0	0
боже він шо всіх обдзвонив в ужасі	0	1	0	0	0	1
Тепер ну дуууже хвилююсь, що підопічній щось не сподобається	0	1	0	1	0	0
Думки такі матеріальні, аж страшно.	0	1	0	0	0	0
А в мене руки трусяться))	0	1	0	0	0	0
вже страшно. . .RT : У Львівського аеропорту буде свій логотип	0	1	0	0	0	0
а я боюсь, шо беркут зараз з грушевського підійде і затисне	0	1	0	0	0	0
словом, я підозювала, що 3 дні мені не буде чим зайнятись на роботі, але все набагато гірше, ніж я уявляла.	0	1	0	1	0	0
на ноубуці є, але ноутбук вдома, і буде в мене запізно. та я пробую не панікувати.	0	1	0	0	0	0
Я вже за неї злякалась, а то такзадумано було-впасти.	0	1	0	0	0	0
страшніше заочніка може буть тільки інтегрований студєнт. має всі ознаки заочніка, но вчиться на стаціонарі.	0	1	0	0	0	0
І я наче хочу, але боюсь, чи не стане це тягарем через деякий час.	0	1	0	0	0	0
сьогодні на місці трьох вікон і одного балкону зіяє чорнота.вчора мені було страшно.	0	1	0	0	0	0
Тільки я корову доїти боюсь	0	1	0	0	0	0
перші 5 сєк я жахнулась	0	1	0	0	0	0
Боюсь, що зараз почнуть атаку з обох боків і наші не відіб'ються((	0	1	0	0	0	0
ну от...боюсь якшо вона зломає нігтя то може статися серцевий напад)	0	1	0	0	0	0
я просто ставлю себе на місце людини і розумію, шо мене б це налякало	0	1	0	0	0	0
я боюсь дивитись британські, недодивившись гамериканські, але то ше поки всі сезони повиходяяяять. мені ше три серії 1 сезону)	0	1	0	0	0	0
о жахи де ти постійно поночі ходиш? я би теж хотіла десь лазити поночі. але шоб тепло.	0	1	0	0	0	0
Ходили на лекцію Збігнева Лібери, бачили дуже страшне фото дитини.	0	1	0	0	0	0
Боюсь, що коту, можливо, доведеться або пігулки якісь давать, або яйця видалить.	0	1	0	0	0	0
боюсь, шо такі покрадуть, бо аони легенькі))	0	1	0	0	0	0
Трусить від нервів  Позитивний початок неділі	0	1	0	0	0	0
найбільше в цей день переживаю, щоб не завтикати і не з'їсти чогось м'ясного :)	0	1	0	0	0	0
воістіну. після останнього яке я побачила, в мене почали трястися руки, почали і не закінчили	0	1	0	0	0	0
Та я її не пила, побоялась.	0	1	0	0	0	0
Здається, я помру від хвилювання, не доживши до жовтня	0	1	1	0	0	0
Я сьогодні зробила свій вибір, але я в ньому дуже і дуже не впевнена :(	0	1	0	0	0	0
Боюсь з бажанням притягувати нитки зі швів в носі)) зупиняє те, що трохи таки болить)	0	1	0	0	0	0
Один із небагатьох разів, коли я реально боялась вертаться сама дамой	0	1	0	0	0	0
І тут сталося найстрашніше - потреба Вибору.	0	1	0	0	0	0
Ало мені 16 років а я боюсь буть сама дома	0	1	0	0	0	0
Бо я дуже нервуюсь і всі м'язи в тонусі.	0	1	0	0	0	0
Починаю серйозно хвилюватись за Котика.	0	1	0	0	0	0
А знаєте, шо ще дужедуже страшно?	0	1	0	0	0	0
та дивилась, там нічого складного, але страшно	0	1	0	0	0	0
До екзамена не хоче, боїться, що затягне)))	0	1	0	0	0	0
Але я - переляканий котик і забилась в куточок і боялась сама себе.	0	1	0	0	0	0
а в мене найчастіше лякається майспейса..	0	1	0	0	0	0
мені вже страшно, але я згодна ;)	0	1	0	0	0	0
Боюся дійти висновку, що доброта - то якийсь невроз.	0	1	0	0	0	0
а настрашніше те, що я маю кімнату на горищі, і я тут сама сама, вся сім'я поверхом нижче -_-	0	1	0	0	0	0
Страшно, але ж цікаво І число "11" там всюди	0	1	0	0	0	0
Боялась розбити макбук і підставила коліно.	0	1	0	0	0	0
ну добре, бо встигла злякатися.	0	1	0	0	0	0
мій Вовчик має таку гарну куртку, шо я боятимусь його з дому випускати.	0	1	0	0	0	0
Боюсь,мені зжерти за місяць стільки піци,щоб зекономить на ній 700грн.	0	1	0	0	0	0
тепер я боятимусь наших спальників)))	0	1	0	0	0	0
наша пєсня хараша, начінай сначала. я ці подушки від крові вже не відперу.	0	0	1	0	0	0
гірше за напередприходність і непунктуальність разом може бути взагалінеприходність.	0	0	1	0	0	0
Тернопільська фабрика з виготовлення шкрпеток на листи відписує російською. ууууу	0	0	1	0	1	0
Агресивна, зла і ніщо не допомагає заспокоїтися   Навпаки тільки вибішує.	0	0	1	0	0	0
А я щиро вважаю, що ресторан для того не місце	0	0	1	0	0	0
Нам тільки розбрату у Европі зараз не вистачає для повного щастя.	0	0	1	0	0	0
самі адові реклами на радіо "на хвилях корсуня".	0	0	1	0	0	0
я відчуваю мама з ніг збилася в пошуках, а тобі смішно)	0	0	1	0	0	0
Люди з минулого гірше чуми.	0	0	1	0	1	0
Ставте крапку, мати вашу я знав!	0	0	1	0	0	0
вмійте відповідати за свої слова, чорт візьми.	0	0	1	0	0	0
а непоганий в пеленьо був інстаграм колись. поки вона не почала розказувати шо ми всі вмремо з недокрашеними коренями і неперетравленими бургерами в шлунку	0	0	1	0	0	0
Кобила стоїть з цигаркою, розмовляє з тіпом, і все б ок, якби той дим не йшов на її дитину, яка сидить в калясочці.	0	0	1	0	1	0
патрік бігає по хаті і нявкає. в перекладі з котячої це найімовірніше означає: сволочі, зарази, паскудники!	0	0	1	0	0	0
Нащо народжувати і не займатись вихованням?	0	0	1	0	0	1
Я не створена для кохання, та й почуттів взагалі, бо ненавиджу почуватися дурною або слабкою.	0	0	1	0	0	0
мені тік не подобається ідея з введенням у школах української російської. не знаю чи це вишиватнік в мені засів, але.	0	0	1	0	0	0
це я раніше чому така зла була, тому що у мене мужика нормально не було. а тепер ще зліше буду, тому що і цей кинув	0	0	1	0	0	0
боже моя хата виглядає так ніби тут вчора лопнув єдинорог.	0	0	1	0	1	1
дивне відчуття,коли людина в транспорті відсідає від тебе. з однієї сторони - фух, ну і добре, а з іншої - е,скотина,тебе шось не влаштовує?	0	0	1	0	0	0
Погана дочка,погана подруга,погана дiвчина,погана людина..	0	0	1	0	0	0
Почала робити зауваження бидлу, яке недопалки за 5м від смітника викидає.	0	0	1	0	0	0
сумний руснявий клоун. у нього дітки теж по піндостанам і гєйропам живуть?	0	0	1	0	0	0
день народження старших сестер, тиждень загружений, мене вже саму то бісить :с	0	0	1	0	0	0
Чого ви, підори, не голосуєте життєво важливі для країни закони?	0	0	1	0	0	0
Жіночка років 50 з купою торбів з бутіків зайшла в трамвай і попросила пересісти старезного дідуся на інше місце, щоб її торби влізли.	0	0	1	0	0	0
І вибачте за мати, але інакше я то виразити не можу.	0	0	1	0	0	0
О боже, щоранку з цього ору, бо на моїй зупинці теж саме висить	0	0	1	0	0	0
зрадонькааа, зрада!! наклєєєп, лііііпєєєцк! він за вас вайуваав!!1	0	0	1	0	0	0
в ніч хеловіну їхатиму в потязі. ці ваші тіпастрьомнівечірки ніщо порівняно з хропінням, крикливими дітьми і п'яними сусідами.	0	0	1	0	1	0
реально підглядує....ну капець...а я тут вже 2 місяці живу і не помічала..	0	0	1	0	0	0
						
Спілкувалась я з деякими, і от бісить і всьо тут	0	0	1	0	0	0
Ето гєноцьід патрівотів ящітаю Клята влада!	0	0	1	0	0	0
Як ж то страшенно бісить, коли русизми під українську «маскують».	0	0	1	0	0	0
фууууу, в тебе твітттер москальською!	0	0	1	0	0	0
мене нервує. коли в мене позичають ручку чи лінійку.	0	0	1	0	0	0
а уступати тре не того шо нємощні і стояти не можуть, а тогошо дороги в нас адло і трясе в різні боки	0	0	1	0	0	0
а мене от бісило і бісить))	0	0	1	0	0	0
зранку чо не їла! буду сварити!	0	0	1	0	0	0
Нє, ___, найнялася тебе розважати весь вечір!	0	0	1	0	0	0
це тому що клята влада нічого не робе, тіки краде і нажьіваєца на вайнє!	0	0	1	0	0	0
мене то теж завди дістає.	0	0	1	0	0	0
ти з мене іздіваєшся, який Харків?!	0	0	1	0	0	1
шо ви мені за базар розвели оце	0	0	1	0	0	0
шо мене всі штурхають на фейсбуці...бу..	0	0	1	0	0	0
найгірша дорога, якою я їхала в своєму житті - Тернопіль-Львів))	0	0	1	0	0	0
Вчора увесь день ходила сходами, бо ліфт мене вибішує.	0	0	1	0	0	0
сюка я тебе щас порішаб ану пашлі за гаражи	0	0	1	0	0	0
						
– Порох крадьот & бреше!	0	0	1	0	0	0
2) зробили мені якусь прививку, яку лікарі забули (ой) зробити у віці шести років 3) посварилась з лікарями і валю додому в поганому настрої	0	0	1	0	0	0
В німеччині ТАК ХОЧЕТЬСЯ ЗІГАНУТЬ аж рука свербить	0	0	1	0	0	0
я хроплю вночі, це гірше за відключення гарячої води	0	0	1	0	0	0
						
Коля казьол. хороші асоціації. але я там зайва.	0	0	1	0	0	0
ну це так) зручно) але я не можу, вже на 3йдееь в мене відрощий ніготь видно і мене це бісить))	0	0	1	0	0	0
очі печуть вогнем від тих ваших макіяжів	0	0	1	0	0	0
я чокнусь за ці два дні	0	0	1	0	0	0
побили кілька одиниць посуду, піем перевернув стіл. походу цей гнилий двіж набирає абаротів	0	0	1	0	0	0
  мені тикають два типи людей: 1) зі мною череду у дитинстві пасли 2) мені хуя смоктали  так от, я не пам'ятаю вас пастушком	0	0	1	0	0	0
я не буду заради тебе, Гані і Каті терпіти того пйоса	0	0	1	0	0	0
В метро на мене плювали хіпстери, штовхав дядько, в 5разів товщий за мене, вишкірялись бабульки, дідульки і працівниці метро.	0	0	1	0	0	0
Клята влада розбиває людям бордюри і палить техніку!	0	0	1	0	0	0
Вся маршрутка матюкається,кричить. . .насвяткувались	0	0	1	0	0	0
Ні, взагалі навіщо вона нам я розумію, но не стільки ж  4 пари на тиждень	0	0	1	0	0	0
Я зла і не добра!рррр	0	0	1	0	0	0
очі печуть, пчихаю щохвилини, руці холодні, чоло горить.  тільки цього не вистачало!	0	0	1	0	0	0
Просто чоооорт, ну якого я такий ідіот?!	0	0	1	0	0	1
"Смаколик" - найогидніше слово ever!	0	0	1	0	1	0
кстаааті не ведіться на ці плаватільні круги для малечі, що навколо шиї чіпляються. це крепко зло.	0	0	1	0	0	0
то треба мене дратувати з самого початку дня?	0	0	1	0	0	0
І прєкраті читати наші переписки!	0	0	1	0	0	0
Яне хо сидіти в парку на лавці і дихати твоїм димом	0	0	1	0	1	0
Колега пів дня задовбує допитами.	0	0	1	0	0	0
захотілось псіханути і стерти всю музику з телефону, а це 700 пісень.	0	0	1	0	0	0
теж оце злить таке "як друга"	0	0	1	0	0	0
є ще така тєма як свобода слова і нав'язування завідомо гидких речей. деякі Наші східняки нічим не ліпші	0	0	1	0	1	0
підор, де бігборди з Порошенко?	0	0	1	0	0	0
А це, кульок з брудною водою, який впав мені на спину не то з дерева, не то діти з балкону скинули.	0	0	1	0	0	0
Мало що так неприємно роздратовує, як зверxнє щоденно повторюване мамине "ну я ж казала!"	0	0	1	0	0	0
Якого хуя мій т9 написав "незаміжня" окремо?	0	0	1	0	0	0
Ненавиджу себе за те,що щоб я не вирішила  - завжди почуваю себе винною.	0	0	1	0	0	0
...і є ж такі люди! причепився до мене в асьці! знаючи мене шо ппц і вчить....псіхолог мля!	0	0	1	0	0	1
Не хочеш то не треба!	0	0	1	0	0	0
дико бісить, що інтернет тягне лише на першому поверсі, і я мушу сидіти тут. так він ще й тормозить, як я на алгебрі.	0	0	1	0	0	0
Україна вже не для людєй!	0	0	1	0	0	0
Шоб усі боялись і не насміхались!	0	0	1	0	0	0
так і пиши, ато компроментуєш мене!)	0	0	1	0	0	0
І яке право вони мають на щось впливати?	0	0	1	0	0	1
Пєтя зльіваєт Україну, а "порохоботів" тра вішати/стріляти/забірать і дєліть  Нічого не пропустив?	0	0	1	0	0	0
Головне мене не зли, я то як раз в тій же частині країни	0	0	1	0	0	0
Вчора бачила двох вгашених, які пили водяру прямо з горла, і, називаючи себе «сазнатєльнимі студєнтамі» гидили всіх.	0	0	1	0	1	0
– Аваков хоче узурпувати всю владу в Україні!	0	0	1	0	0	0
На свято я не встигну(	0	0	0	1	0	0
В Чорнобилі дуже цікаво, хоч і сумно.	0	0	0	1	0	0
Не виходить смачний чай:// вкотре	0	0	0	1	0	0
Коли в всяких конкурсах в інсті пишуть «відмітиш більше друзів - більше шансів виграти», то я плачу	0	0	0	1	0	0
Мені бракує цього салтівського вело вайбу з нічними ларьками, пивом, подругою і річкою.	0	0	0	1	0	0
відчуваю себе дуже ущербно, коли можу лише репоститии всю цю діч.	0	0	0	1	0	0
Жалію, що не з твого міста(((	0	0	0	1	0	0
Пройшов рік а  i  так і не пофоткалися в Баландюха :)	0	0	0	1	0	0
ці малесенькі не біда в порівнянні із столітніми дубами і буками,які вирізують...не сумуй!	0	0	0	1	0	0
як потусіть закордоном без неврозів: НІКОЛИ.	0	0	0	1	0	0
менше з тим треба дякувати ірванцеві за переклади. тогошо толкові переклади на українську це геть не часто і це печаль.	0	0	0	1	0	0
а як подумаю, що в моїх колег завтра зйомки в цю погоду на вулиці, то шось геть сумненько стає.	0	0	0	1	0	0
Літечко, а я обпиваюсь імбирним чаєм з лимоном і медом, кашляю і ходжу соплива.	0	0	0	1	0	0
метелик душі роздертої - прости.	0	0	0	1	0	0
Дивлюся як в людей дощі йдуть і котиться скупа сльоза.	0	0	0	1	0	0
Отако думаєш, шо в тебе в жизні жесть, а тоді як послухаєш подруг, то сумно стає за них.	0	0	0	1	0	0
не прониклась виставою настільки як бажалось. черства моя душа(	0	0	0	1	0	0
Але за дітками і їхніми обнімашки скучила.	0	0	0	1	0	0
І чьо я не потрапила сюди раніше(	0	0	0	1	0	0
як завжди і так емоційно вбита	0	0	0	1	0	0
- піскові поїхали і тепер трошки сумно - та вапше сумно *вечір неділі, він такий	0	0	0	1	0	0
Фото з бібіліотеки Вернадського зірвали менше лайків, ніж фото какаючого песика в полі	0	0	0	1	0	0
та, але вже скучила за домом, собакою і подругою)	0	0	0	1	0	0
це о п'ятій вечора? нє, мені раніш тра бути, а рейкового о 9:50 нема в неділю і це сум	0	0	0	1	0	0
це сумно, і я тебе розумію(	0	0	0	1	0	0
плачевний, хоча їх є багато...	0	0	0	1	0	0
згадала про пелеха і тепер мені сумно.	0	0	0	1	0	0
Три тижні дома з ускладненнями відлежала	0	0	0	1	0	0
А взагалі, не дуже радійте.	0	0	0	1	0	0
Дівчата, які розчісуються на зупинці, я сумувала	0	0	0	1	0	0
Я сьогодні трішки зхарена тому буду нити.	0	0	0	1	0	0
2фільми за вечір:  Piano - емоційно, важко, знов побувала на Майдані.	0	0	0	1	0	0
